location,GADM_boxes,date,time,caption
Sydney,"[14/4]",20141001,135817+0000,"Student Harmony So, originally from Hong Kong, uses tape to secure colorful post-it notes that are stuck on the outside of the Hong Kong building in Sydney, Wednesday, Oct. 1, 2014, to show support for the pro-democracy protesters in Hong Kong. Hong Kong's embattled leader attended a flag-raising ceremony Wednesday to mark China's National Day after refusing to meet pro-democracy demonstrators despite their threats to expand the street protests that have posed the stiffest challenge to Beijing's authority since China took control of the former British colony in 1997.  (AP Photo/Rick Rycroft)"
Kolkata,"[105/35/586]",20140811,161747+0000,"Taxi drivers affiliated to the Centre of Indian Trade Unions (CITU) and other left unions shout slogans as they gather to protest against the imposition of hefty fine by the police in Kolkata, India, Monday, Aug. 11, 2014. Thousands of taxis remained off the roads due to the protest Monday causing inconvenience to commuters. (AP Photo/ Bikas Das)"
Hong Kong,"[102]",20141120,105623+0000,"A woman walks near a wind power device at an occupied area outside the government headquarters in Hong Kong Thursday, Nov. 20, 2014. Student-led democracy protesters reject restrictions laid down by Beijing on inaugural 2017 elections for Hong Kong's top leader. But the students have been fighting to maintain momentum as the Hong Kong government appears to adopt a strategy of standing by in hopes it fizzles out. (AP Photo/Vincent Yu)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141223,161441+0000,"Anonymous supporters wearing masks sit on a bench before setting off on an anti-BBC (British Broadcasting Corporation) demonstration march from outside the Bank of England to BBC offices in central London, Tuesday, Dec. 23, 2014.  The organizers of the protest said it was against the BBC and bias in its reporting.  (AP Photo/Matt Dunham)"
Hong Kong,"[102]",20140927,131247+0000,"About 50 students shout slogans inside the government headquarters before they were arrested by police in Hong Kong, Saturday, Sept. 27, 2014. Riot police in Hong Kong on Saturday arrested scores of students who stormed the government headquarters compound during a night of scuffles to protest China's refusal to allow genuine democratic reforms in the semiautonomous region. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141017,225330+0000,"Protesters block the main road in the occupied area in the Mong Kok district of Hong Kong, late Friday, Oct. 17, 2014. New scuffles broke out Friday night between Hong Kong riot police and pro-democracy activists in a district where police cleared protesters earlier in the day.  (AP Photo/Kin Cheung)"
Mexico City,"[145/9]",20150320,115351+0000,"A man takes picture of activists from Anima Naturalis animal rights group in a street performance as meat wrapped in a packing tray in Mexico City, Friday, March 20, 2015. The protest was organized during the International Day Without Meat, a day when everyone is encourage to experiment with a diet without meat. (AP Photo/Eduardo Verdugo)"
Hong Kong,"[102]",20141205,153559+0000,"A group of pro-democracy university professors and staff members march at the occupied area outside government headquarters in Hong Kong Friday, Dec. 5, 2014 as they are against the police using force for clearance of demonstrators. Hong Kong student leaders said Thursday they're considering retreating from protest sites on city streets after more than two months in the latest sign that momentum is fading in their movement for greater democracy. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141026,152658+0000,"A girl holds a yellow umbrella in balloon at the occupied area by the protesters outside the government headquarters in Hong Kong's Admiralty, Sunday, Oct. 26, 2014. The organizers of Hong Kong's pro-democracy protests canceled a Sunday vote on what the next step should be in their monthlong street occupation, saying they hadn't properly consulted with the public before calling the referendum. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141211,151122+0000,"Items belonged to protesters are littered on the ground after the police officers clear the occupied area outside government headquarters in Hong Kong Thursday, Dec. 11, 2014. Hong Kong police on Thursday took away demonstrators who refused to leave the main pro-democracy protest camp and tore down their tents in a final push to retake streets occupied by activists for two and a half months. (AP Photo/Kin Cheung)"
Philadelphia,"[240/39/2299]",20141207,205520+0000,"Eagles fans shout at people participate in a demonstration, on Sunday Dec. 7, 2014, in Philadelphia, protesting the deaths of two unarmed black men at the hands of police.  Demonstrators blocked traffic by conducting a die-in on the streets surrounding the sports stadium complex in South Philadelphia following an NFL game. (AP Photo/ Joseph Kaczmarek)"
Kolkata,"[105/35/586]",20150317,153055+0000,"Students and youth wing activists of Socialist Unity Center of India (SUCI) shout slogans as they march in a rally protesting the rape of an elderly nun at a convent in Ranaghat, in Kolkata, India, Tuesday, March 17, 2015. A nun in her 70s was gang-raped by a group of bandits when she tried to prevent them from committing a robbery in the Convent of Jesus and Mary School in West Bengal state's Nadia district, according to police. Posters read, \"chief minister must give an answer to why the culprits of Park Street rape case are still at large,\" right,  \"let us join the protest against rape of teacher at Ranaghat,\" top, and \"Chief minister must answer why the state is giving rape cases less importance.\"  (AP Photo/Bikas Das)"
Hong Kong,"[102]",20140817,133928+0000,"Participants hold Chinese a national flag and a Hong Kong flag as tens of thousands of people march on a downtown street to oppose a planned civil disobedience campaign by pro-democracy activists in Hong Kong, Sunday, Aug. 17, 2014. The rally was organized by a pro-Beijing group. Many carried banners or shouted slogans saying they were opposed to the Occupy Central pro-democracy movement. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20140930,200127+0000,"Student protesters sleep in the entrance to a sky link bridge while two men make their way to work, early Wednesday, Oct. 1, 2014 in Hong Kong. Hong Kong's Chief Executive Leung Chun-ying, attended a flag-raising ceremony Wednesday as thousands of protesters watching from behind police barricades yelled at him to step down. (AP Photo/Wong Maye-E)"
Kabul,"[1/13/140]",20150131,105937+0000,"Afghan policemen block a road during a protest against caricatures of the Prophet Muhammad published in the French magazine Charlie Hebdo, in Kabul, Afghanistan, Saturday, Jan. 31, 2015. Hundreds of people demonstrated in the Afghan capital accusing the French satirical magazine of blasphemy. (AP Photo/Rahmat Gul)"
Incheon,"[2011/11]",20140925,163343+0000,"Asian Games official, left, greets the Nepal team members as Qatar team did not turn up for the women's preliminary round basketball match at the 17th Asian Games in Incheon, South Korea, Thursday, Sept. 25, 2014. Qatar's delegation chief says the women's basketball team has withdrawn from the Asian Games after organizers refused to let players wear hijabs in competition. (AP Photo/Kin Cheung)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141111,152010+0000,"Thousands of people holding placards take part in a student protest against university tuition fees in London, Wednesday, Nov. 19, 2014. University tuition fees nearly trebled four years ago, a move that sparked violent student protests. (AP Photo/Matt Dunham)"
Hong Kong,"[102]",20141209,140222+0000,"A man climbs across as the protesters' barricade and tents blocking a main road at the occupied area outside government headquarters in Hong Kong Tuesday, Dec. 9, 2014. Hong Kong authorities and activists are set for one last showdown after the publication Tuesday of a court order authorizing the removal of barricades and tents blocking the Asian financial hub's streets for more than two months. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141204,172412+0000,"A banner with a picture of Chinese President Xi Jinping is hanged on the bridge in the occupied area outside government headquarters in Hong Kong Thursday, Dec. 4, 2014. Hong Kong student leaders said Thursday they're considering retreating from protest sites on city streets after more than two months in the latest sign that momentum is fading in their movement for greater democracy. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141013,161223+0000,"Pro-democracy protesters build a barricade on the main road in the occupied areas outside the government headquarters in Hong Kong's Admiralty, Monday, Oct. 13, 2014. Officers took away unmanned metal barricades at the edges of the city's Central financial district early Monday, ahead of the rush hour. (AP Photo/Kin Cheung)"
